Taxon ID,Genome ID,Genome Name,Antibiotic,Resistant Phenotype,Measurement,Measurement Sign,Measurement Value,Measurement Unit,Laboratory Typing Method,Laboratory Typing Method Version,Laboratory Typing Platform,Vendor,Testing Standard,Testing Standard Year,Computational Method,Computational Method Version,Computational Method Performance,Evidence,Source,PubMed
562,"562.100130","Escherichia coli edad6c06-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.97868","Escherichia coli 0d4e2f82-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,"E-test",,,,,,,"Laboratory Method",,
562,"562.57307","Escherichia coli strain 24742_1#375","trimethoprim","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"30550564"
562,"562.22517","Escherichia coli O18:H5 strain ECO0091","trimethoprim","Susceptible",,,,,"Broth dilution",,"VITEK 2","BioMerieux",,,,,,"Laboratory Method",,"28720578"
562,"562.99498","Escherichia coli 5bc0402e-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.100371","Escherichia coli 085102e8-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.22526","Escherichia coli O6:H31 strain ECO0100","trimethoprim","Susceptible",,,,,"Broth dilution",,"VITEK 2","BioMerieux",,,,,,"Laboratory Method",,"28720578"
562,"562.97778","Escherichia coli 273eaca0-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,"E-test",,,,,,,"Laboratory Method",,
562,"562.98643","Escherichia coli 8007453c-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.100826","Escherichia coli f2989204-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.97977","Escherichia coli b2a0a2c2-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,"E-test",,,,,,,"Laboratory Method",,
562,"562.99300","Escherichia coli 446306b4-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.145081","Escherichia coli PT_EC0162","trimethoprim","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",2021,,,,"Laboratory Method",,"36363724"
562,"562.99251","Escherichia coli 7069d2a6-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.145000","Escherichia coli PT_EC0044","trimethoprim","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",2021,,,,"Laboratory Method",,"36363724"
562,"562.42854","Escherichia coli strain MUGSI_257","trimethoprim/sulfamethoxazole","Susceptible","0.5/9.5","<","0.5/9.5","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
562,"562.97790","Escherichia coli 817792ae-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,"E-test",,,,,,,"Laboratory Method",,
562,"562.58779","Escherichia coli strain ENV228","sulfamethoxazole/trimethoprim","Susceptible","<=2/38","<=","2/38","mg/L","Broth dilution",,,"Thermo Fisher Scientific","eucast",2015,,,,"Laboratory Method",,"29184361"
562,"562.99034","Escherichia coli c563f436-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.99898","Escherichia coli b5b1f4ba-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.99185","Escherichia coli d0477b56-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.100195","Escherichia coli b092c3ba-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.144993","Escherichia coli PT_EC0028","trimethoprim","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",2021,,,,"Laboratory Method",,"36363724"
562,"562.144968","Escherichia coli PT_EC0234","trimethoprim","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",2021,,,,"Laboratory Method",,"36363724"
562,"562.98646","Escherichia coli 80fdd0c8-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.100075","Escherichia coli 25c781d0-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.99478","Escherichia coli 8c80ab96-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.99012","Escherichia coli a4d49698-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.58776","Escherichia coli strain ENV222","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,"Thermo Fisher Scientific","clsi",2013,,,,"Laboratory Method",,"29184361"
562,"562.98984","Escherichia coli 35f0b54a-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.144948","Escherichia coli PT_EC0215","trimethoprim","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",2021,,,,"Laboratory Method",,"36363724"
562,"562.100860","Escherichia coli be4fb616-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.99624","Escherichia coli acea29f6-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.98792","Escherichia coli 32ed09fc-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.57149","Escherichia coli strain 24742_1#101","trimethoprim","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"30550564"
562,"562.100954","Escherichia coli 6dbe1512-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.100152","Escherichia coli f0f75426-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.57324","Escherichia coli strain 24742_1#378","trimethoprim","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"30550564"
562,"562.99083","Escherichia coli 82bf5778-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.22679","Escherichia coli O2:H18 strain ECO0269","trimethoprim","Susceptible",,,,,"Broth dilution",,"VITEK 2","BioMerieux",,,,,,"Laboratory Method",,"28720578"
562,"562.99051","Escherichia coli c5e5095e-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.98123","Escherichia coli d66d5114-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,"E-test",,,,,,,"Laboratory Method",,
562,"562.144992","Escherichia coli PT_EC0135","trimethoprim","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",2021,,,,"Laboratory Method",,"36363724"
562,"562.97911","Escherichia coli e3b396de-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,"E-test",,,,,,,"Laboratory Method",,
562,"562.99211","Escherichia coli 3a1ee722-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.98439","Escherichia coli 2e884fac-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.99193","Escherichia coli cf82a6e6-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.100616","Escherichia coli c683339a-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.100219","Escherichia coli d8dee272-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.99590","Escherichia coli a804f79a-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.99297","Escherichia coli 7e518f4e-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.22502","Escherichia coli O6:H1 strain ECO0075","trimethoprim","Susceptible",,,,,"Broth dilution",,"VITEK 2","BioMerieux",,,,,,"Laboratory Method",,"28720578"
562,"562.7788","Escherichia coli strain 700863","trimethoprim","Susceptible","<=0.5","<=","0.5","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"30127495"
562,"562.97963","Escherichia coli 4743b8ba-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,"E-test",,,,,,,"Laboratory Method",,
562,"562.58769","Escherichia coli strain ENV49","trimethoprim","Susceptible","<=8","<=","8","mg/L","Broth dilution",,,"Thermo Fisher Scientific","clsi",2013,,,,"Laboratory Method",,"29184361"
562,"562.57213","Escherichia coli strain 24742_1#172","trimethoprim","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"30550564"
562,"562.100279","Escherichia coli 5c837814-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.99128","Escherichia coli 88f6ccb6-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.98972","Escherichia coli c06f5442-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.98126","Escherichia coli 45bb898c-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,"E-test",,,,,,,"Laboratory Method",,
562,"562.98366","Escherichia coli d87c9bcc-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.22450","Escherichia coli O4:H5 strain ECO0024","trimethoprim","Susceptible",,,,,"Broth dilution",,"VITEK 2","BioMerieux",,,,,,"Laboratory Method",,"28720578"
562,"562.100381","Escherichia coli 93fe529c-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.98430","Escherichia coli 2fed13aa-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.100273","Escherichia coli 61c492d6-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.57329","Escherichia coli strain 24742_1#381","trimethoprim","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"30550564"
562,"562.100329","Escherichia coli 078f9c8e-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.100392","Escherichia coli 90cc36de-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.57416","Escherichia coli strain W2_13_ERB6","trimethoprim","Susceptible",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"28877757;30550564"
562,"562.98372","Escherichia coli b79c889a-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.97812","Escherichia coli 6c0e64a6-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,"E-test",,,,,,,"Laboratory Method",,
562,"562.99581","Escherichia coli e2a16222-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.98924","Escherichia coli 84c5dee8-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.22563","Escherichia coli O18:H7 strain ECO0138","trimethoprim","Susceptible",,,,,"Broth dilution",,"VITEK 2","BioMerieux",,,,,,"Laboratory Method",,"28720578"
562,"562.98959","Escherichia coli ba8b0012-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.100397","Escherichia coli 973918c0-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.97807","Escherichia coli 11f08350-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,"E-test",,,,,,,"Laboratory Method",,
562,"562.99407","Escherichia coli d8a10718-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.99134","Escherichia coli 8a96b018-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.98527","Escherichia coli d7082360-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.98428","Escherichia coli 3579c1ba-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.98379","Escherichia coli d6a1688c-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.100834","Escherichia coli feb3bea6-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.99252","Escherichia coli a4fe81ce-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.98433","Escherichia coli 31e43102-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.98745","Escherichia coli 89753c18-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.145010","Escherichia coli PT_EC0168","trimethoprim","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",2021,,,,"Laboratory Method",,"36363724"
562,"562.98195","Escherichia coli 7527e3aa-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,"E-test",,,,,,,"Laboratory Method",,
562,"562.100041","Escherichia coli 3e6b74d0-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.99178","Escherichia coli d764a490-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.7642","Escherichia coli strain 201534_aEPEC","trimethoprim","Susceptible",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"30127495"
562,"562.98358","Escherichia coli dbc572ae-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.98186","Escherichia coli 736a0872-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,"E-test",,,,,,,"Laboratory Method",,
562,"562.100098","Escherichia coli 94a393b0-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.98936","Escherichia coli a83901b6-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.100455","Escherichia coli f9e60f50-7bb8-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.99900","Escherichia coli addc8890-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.99594","Escherichia coli b2b86848-7bb9-11e9-a8d3-68b59976a384","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
